Month,Main Category,Subcategory,Cost Amount
2022-02-01,Utilities,Gas,15894.22
2022-02-01,Sales & Marketing,OTA Commissions,23429.37
2022-02-01,Sales & Marketing,Advertising,24520.87
2022-02-01,Sales & Marketing,Promotions,2842.7
2022-02-01,Maintenance & Repairs,Preventive Maintenance,3391.09
2022-02-01,Maintenance & Repairs,Repairs,9486.9
2022-02-01,Maintenance & Repairs,Equipment Maintenance,54979.69
2022-02-01,Administrative & General,Management Salaries,24228.0
2022-02-01,Administrative & General,IT Costs,29071.77
2022-02-01,Administrative & General,Insurance,7531.92
2022-03-01,Rooms Department,Front Office Labor,23113.86
2022-03-01,Rooms Department,Guest Amenities,552.75
2022-03-01,Rooms Department,Cleaning Supplies,14508.93
2022-03-01,Housekeeping & Laundry,Housekeeping Labor,18503.36
2022-03-01,Housekeeping & Laundry,Laundry,2047.1
2022-03-01,Housekeeping & Laundry,Linen Replacement,15102.96
2022-03-01,Utilities,Electricity,9530.57
2022-03-01,Utilities,Water,7013.2
2022-03-01,Utilities,Gas,15282.72
2022-03-01,Sales & Marketing,OTA Commissions,12701.82
2022-03-01,Sales & Marketing,Advertising,18191.46
2022-03-01,Sales & Marketing,Promotions,7467.62
2022-03-01,Maintenance & Repairs,Preventive Maintenance,5574.06
2022-03-01,Maintenance & Repairs,Repairs,7373.16
2022-03-01,Maintenance & Repairs,Equipment Maintenance,28940.86
2022-03-01,Administrative & General,Management Salaries,10532.2
2022-03-01,Administrative & General,IT Costs,10081.5
2022-03-01,Administrative & General,Insurance,11642.39
2022-04-01,Rooms Department,Front Office Labor,19868.05
2022-04-01,Rooms Department,Guest Amenities,25930.7
2022-04-01,Rooms Department,Cleaning Supplies,650.52
2022-04-01,Housekeeping & Laundry,Housekeeping Labor,3221.68
2022-04-01,Housekeeping & Laundry,Laundry,26716.91
2022-04-01,Housekeeping & Laundry,Linen Replacement,19668.17
2022-04-01,Utilities,Electricity,29382.42
2022-04-01,Utilities,Water,9361.23
2022-04-01,Utilities,Gas,3808.19
2022-04-01,Sales & Marketing,OTA Commissions,5217.79
2022-04-01,Sales & Marketing,Advertising,14774.56
2022-04-01,Sales & Marketing,Promotions,18759.83
2022-04-01,Maintenance & Repairs,Preventive Maintenance,8585.64
2022-04-01,Maintenance & Repairs,Repairs,14034.68
2022-04-01,Maintenance & Repairs,Equipment Maintenance,16439.09
2022-04-01,Administrative & General,Management Salaries,21776.11
2022-04-01,Administrative & General,IT Costs,14108.42
2022-04-01,Administrative & General,Insurance,622.74
2022-05-01,Rooms Department,Front Office Labor,222.6
2022-05-01,Rooms Department,Guest Amenities,23713.34
2022-05-01,Rooms Department,Cleaning Supplies,11285.07
2022-05-01,Housekeeping & Laundry,Housekeeping Labor,12897.62
2022-05-01,Housekeeping & Laundry,Laundry,4801.73
2022-05-01,Housekeeping & Laundry,Linen Replacement,17694.25
2022-05-01,Utilities,Electricity,3023.59
2022-05-01,Utilities,Water,22046.09
2022-05-01,Utilities,Gas,15926.07
2022-05-01,Sales & Marketing,OTA Commissions,1628.68
2022-05-01,Sales & Marketing,Advertising,4998.58
2022-05-01,Sales & Marketing,Promotions,17022.9
2022-05-01,Maintenance & Repairs,Preventive Maintenance,2341.26
2022-05-01,Maintenance & Repairs,Repairs,23461.04
2022-05-01,Maintenance & Repairs,Equipment Maintenance,7931.01
2022-05-01,Administrative & General,Management Salaries,4532.78
2022-05-01,Administrative & General,IT Costs,14089.09
2022-05-01,Administrative & General,Insurance,5052.17
2022-06-01,Rooms Department,Front Office Labor,27272.52
2022-06-01,Rooms Department,Guest Amenities,1594.39
2022-06-01,Rooms Department,Cleaning Supplies,2402.43
2022-06-01,Housekeeping & Laundry,Housekeeping Labor,4312.57
2022-06-01,Housekeeping & Laundry,Laundry,3684.07
2022-06-01,Housekeeping & Laundry,Linen Replacement,26506.1
2022-06-01,Utilities,Electricity,9788.09
2022-06-01,Utilities,Water,11872.65
2022-06-01,Utilities,Gas,9838.26
2022-06-01,Sales & Marketing,OTA Commissions,21659.47
2022-06-01,Sales & Marketing,Advertising,8435.52
2022-06-01,Sales & Marketing,Promotions,6062.63
2022-06-01,Maintenance & Repairs,Preventive Maintenance,18766.7
2022-06-01,Maintenance & Repairs,Repairs,3729.02
2022-06-01,Maintenance & Repairs,Equipment Maintenance,6579.36
2022-06-01,Administrative & General,Management Salaries,6654.81
2022-06-01,Administrative & General,IT Costs,4082.89
2022-06-01,Administrative & General,Insurance,28721.83
2022-07-01,Rooms Department,Front Office Labor,7760.1
2022-07-01,Rooms Department,Guest Amenities,24663.4
2022-07-01,Rooms Department,Cleaning Supplies,19086.49
2022-07-01,Housekeeping & Laundry,Housekeeping Labor,23752.55
2022-07-01,Housekeeping & Laundry,Laundry,1001.51
2022-07-01,Housekeeping & Laundry,Linen Replacement,27327.46
2022-07-01,Utilities,Electricity,20095.45
2022-07-01,Utilities,Water,26121.32
2022-07-01,Utilities,Gas,6187.62
2022-07-01,Sales & Marketing,OTA Commissions,1149.05
2022-07-01,Sales & Marketing,Advertising,2648.05
2022-07-01,Sales & Marketing,Promotions,46700.11
2022-07-01,Maintenance & Repairs,Preventive Maintenance,8969.89
2022-07-01,Maintenance & Repairs,Repairs,1259.25
2022-07-01,Maintenance & Repairs,Equipment Maintenance,25465.81
2022-07-01,Administrative & General,Management Salaries,25735.08
2022-07-01,Administrative & General,IT Costs,4478.77
2022-07-01,Administrative & General,Insurance,9863.16
2022-08-01,Rooms Department,Front Office Labor,43416.31
2022-08-01,Rooms Department,Guest Amenities,922.43
2022-08-01,Rooms Department,Cleaning Supplies,727.09
2022-08-01,Housekeeping & Laundry,Housekeeping Labor,42539.96
2022-08-01,Housekeeping & Laundry,Laundry,7406.4
2022-08-01,Housekeeping & Laundry,Linen Replacement,7646.69
2022-08-01,Utilities,Electricity,3228.57
2022-08-01,Utilities,Water,19909.76
2022-08-01,Utilities,Gas,38129.63
2022-08-01,Sales & Marketing,OTA Commissions,9327.34
2022-08-01,Sales & Marketing,Advertising,24070.74
2022-08-01,Sales & Marketing,Promotions,21293.71
2022-08-01,Maintenance & Repairs,Preventive Maintenance,3640.75
2022-08-01,Maintenance & Repairs,Repairs,47879.28
2022-08-01,Maintenance & Repairs,Equipment Maintenance,14210.87
2022-08-01,Administrative & General,Management Salaries,32263.46
2022-08-01,Administrative & General,IT Costs,15128.13
2022-08-01,Administrative & General,Insurance,19743.15
2022-09-01,Rooms Department,Front Office Labor,9222.73
2022-09-01,Rooms Department,Guest Amenities,11403.09
2022-09-01,Rooms Department,Cleaning Supplies,2760.17
2022-09-01,Housekeeping & Laundry,Housekeeping Labor,35730.38
2022-09-01,Housekeeping & Laundry,Laundry,1473.73
2022-09-01,Housekeeping & Laundry,Linen Replacement,269.36
2022-09-01,Utilities,Electricity,23038.22
2022-09-01,Utilities,Water,4391.45
2022-09-01,Utilities,Gas,4072.53
2022-09-01,Sales & Marketing,OTA Commissions,13229.09
2022-09-01,Sales & Marketing,Advertising,15375.09
2022-09-01,Sales & Marketing,Promotions,5061.36
2022-09-01,Maintenance & Repairs,Preventive Maintenance,28473.98
2022-09-01,Maintenance & Repairs,Repairs,1763.43
2022-09-01,Maintenance & Repairs,Equipment Maintenance,3014.4
2022-09-01,Administrative & General,Management Salaries,3370.6
2022-09-01,Administrative & General,IT Costs,5077.69
2022-09-01,Administrative & General,Insurance,30753.64
2022-10-01,Rooms Department,Front Office Labor,7974.3
2022-10-01,Rooms Department,Guest Amenities,9949.5
2022-10-01,Rooms Department,Cleaning Supplies,13103.77
2022-10-01,Housekeeping & Laundry,Housekeeping Labor,13390.44
2022-10-01,Housekeeping & Laundry,Laundry,1566.31
2022-10-01,Housekeeping & Laundry,Linen Replacement,17486.32
2022-10-01,Utilities,Electricity,29843.66
2022-10-01,Utilities,Water,1268.25
2022-10-01,Utilities,Gas,8297.43
2022-10-01,Sales & Marketing,OTA Commissions,16582.76
2022-10-01,Sales & Marketing,Advertising,298.03
2022-10-01,Sales & Marketing,Promotions,10490.39
2022-10-01,Maintenance & Repairs,Preventive Maintenance,8009.91
2022-10-01,Maintenance & Repairs,Repairs,7415.32
2022-10-01,Maintenance & Repairs,Equipment Maintenance,22172.28
2022-10-01,Administrative & General,Management Salaries,9160.61
2022-10-01,Administrative & General,IT Costs,16592.8
2022-10-01,Administrative & General,Insurance,11183.08
2022-11-01,Rooms Department,Front Office Labor,4499.18
2022-11-01,Rooms Department,Guest Amenities,15436.05
2022-11-01,Rooms Department,Cleaning Supplies,29500.66
2022-11-01,Housekeeping & Laundry,Housekeeping Labor,31038.11
2022-11-01,Housekeeping & Laundry,Laundry,6983.09
2022-11-01,Housekeeping & Laundry,Linen Replacement,15409.94
2022-11-01,Utilities,Electricity,11784.52
2022-11-01,Utilities,Water,10729.44
2022-11-01,Utilities,Gas,23340.37
2022-11-01,Sales & Marketing,OTA Commissions,9730.87
2022-11-01,Sales & Marketing,Advertising,5673.99
2022-11-01,Sales & Marketing,Promotions,42645.53
2022-11-01,Maintenance & Repairs,Preventive Maintenance,15364.79
2022-11-01,Maintenance & Repairs,Repairs,25337.34
2022-11-01,Maintenance & Repairs,Equipment Maintenance,3114.4
2022-11-01,Administrative & General,Management Salaries,7874.99
2022-11-01,Administrative & General,IT Costs,18948.89
2022-11-01,Administrative & General,Insurance,31503.77
2022-12-01,Rooms Department,Front Office Labor,2944.96
2022-12-01,Rooms Department,Guest Amenities,25399.01
2022-12-01,Rooms Department,Cleaning Supplies,31147.58
2022-12-01,Housekeeping & Laundry,Housekeeping Labor,8259.26
2022-12-01,Housekeeping & Laundry,Laundry,12054.79
2022-12-01,Housekeeping & Laundry,Linen Replacement,26659.0
2022-12-01,Utilities,Electricity,22609.81
2022-12-01,Utilities,Water,13019.24
2022-12-01,Utilities,Gas,899.88
2022-12-01,Sales & Marketing,OTA Commissions,43553.39
2022-12-01,Sales & Marketing,Advertising,4385.59
2022-12-01,Sales & Marketing,Promotions,6350.57
2022-12-01,Maintenance & Repairs,Preventive Maintenance,3011.03
2022-12-01,Maintenance & Repairs,Repairs,48120.57
2022-12-01,Maintenance & Repairs,Equipment Maintenance,3407.06
2022-12-01,Administrative & General,Management Salaries,6023.44
2022-12-01,Administrative & General,IT Costs,28238.43
2022-12-01,Administrative & General,Insurance,25535.12
2023-01-01,Rooms Department,Front Office Labor,58221.08
2023-01-01,Rooms Department,Guest Amenities,6069.26
2023-01-01,Rooms Department,Cleaning Supplies,942.4
2023-01-01,Housekeeping & Laundry,Housekeeping Labor,26222.47
2023-01-01,Housekeeping & Laundry,Laundry,21494.18
2023-01-01,Housekeeping & Laundry,Linen Replacement,4186.28
2023-01-01,Utilities,Electricity,18038.67
2023-01-01,Utilities,Water,21717.49
2023-01-01,Utilities,Gas,4600.24
2023-01-01,Sales & Marketing,OTA Commissions,36808.36
2023-01-01,Sales & Marketing,Advertising,9685.5
2023-01-01,Sales & Marketing,Promotions,1343.93
2023-01-01,Maintenance & Repairs,Preventive Maintenance,24396.89
2023-01-01,Maintenance & Repairs,Repairs,24410.79
2023-01-01,Maintenance & Repairs,Equipment Maintenance,9258.28
2023-01-01,Administrative & General,Management Salaries,10337.62
2023-01-01,Administrative & General,IT Costs,12317.76
2023-01-01,Administrative & General,Insurance,19225.98
2023-02-01,Rooms Department,Front Office Labor,8627.31
2023-02-01,Rooms Department,Guest Amenities,4757.78
2023-02-01,Rooms Department,Cleaning Supplies,33109.4
2023-02-01,Housekeeping & Laundry,Housekeeping Labor,19515.16
2023-02-01,Housekeeping & Laundry,Laundry,1633.29
2023-02-01,Housekeeping & Laundry,Linen Replacement,18687.68
2023-02-01,Utilities,Electricity,14583.47
2023-02-01,Utilities,Water,13154.87
2023-02-01,Utilities,Gas,18341.03
2023-02-01,Sales & Marketing,OTA Commissions,5538.84
2023-02-01,Sales & Marketing,Advertising,11016.83
2023-02-01,Sales & Marketing,Promotions,18551.33
2023-02-01,Maintenance & Repairs,Preventive Maintenance,10435.32
2023-02-01,Maintenance & Repairs,Repairs,30098.34
2023-02-01,Maintenance & Repairs,Equipment Maintenance,1628.7
2023-02-01,Administrative & General,Management Salaries,1087.7
2023-02-01,Administrative & General,IT Costs,30790.15
2023-02-01,Administrative & General,Insurance,21948.53
2023-03-01,Rooms Department,Front Office Labor,13531.38
2023-03-01,Rooms Department,Guest Amenities,7490.62
2023-03-01,Rooms Department,Cleaning Supplies,10991.89
2023-03-01,Housekeeping & Laundry,Housekeeping Labor,10126.5
2023-03-01,Housekeeping & Laundry,Laundry,31623.13
2023-03-01,Housekeeping & Laundry,Linen Replacement,9934.34
2023-03-01,Utilities,Electricity,46865.05
2023-03-01,Utilities,Water,76.29
2023-03-01,Utilities,Gas,8477.53
2023-03-01,Sales & Marketing,OTA Commissions,24434.48
2023-03-01,Sales & Marketing,Advertising,12489.28
2023-03-01,Sales & Marketing,Promotions,1206.22
2023-03-01,Maintenance & Repairs,Preventive Maintenance,11264.89
2023-03-01,Maintenance & Repairs,Repairs,19477.63
2023-03-01,Maintenance & Repairs,Equipment Maintenance,2071.23
2023-03-01,Administrative & General,Management Salaries,29440.35
2023-03-01,Administrative & General,IT Costs,6379.79
2023-03-01,Administrative & General,Insurance,1353.17
2023-04-01,Rooms Department,Front Office Labor,19705.0
2023-04-01,Rooms Department,Guest Amenities,331.04
2023-04-01,Rooms Department,Cleaning Supplies,13136.88
2023-04-01,Housekeeping & Laundry,Housekeeping Labor,11031.89
2023-04-01,Housekeeping & Laundry,Laundry,10044.89
2023-04-01,Housekeeping & Laundry,Linen Replacement,30924.93
2023-04-01,Utilities,Electricity,14024.22
2023-04-01,Utilities,Water,12234.56
2023-04-01,Utilities,Gas,3836.76
2023-04-01,Sales & Marketing,OTA Commissions,5694.95
2023-04-01,Sales & Marketing,Advertising,24118.18
2023-04-01,Sales & Marketing,Promotions,18625.44
2023-04-01,Maintenance & Repairs,Preventive Maintenance,34216.14
2023-04-01,Maintenance & Repairs,Repairs,3782.56
2023-04-01,Maintenance & Repairs,Equipment Maintenance,6136.29
2023-04-01,Administrative & General,Management Salaries,9984.78
2023-04-01,Administrative & General,IT Costs,1518.15
2023-04-01,Administrative & General,Insurance,37541.01
2023-05-01,Rooms Department,Front Office Labor,4314.76
2023-05-01,Rooms Department,Guest Amenities,34790.94
2023-05-01,Rooms Department,Cleaning Supplies,10150.13
2023-05-01,Housekeeping & Laundry,Housekeeping Labor,15953.82
2023-05-01,Housekeeping & Laundry,Laundry,30860.35
2023-05-01,Housekeeping & Laundry,Linen Replacement,433.61
2023-05-01,Utilities,Electricity,1724.92
2023-05-01,Utilities,Water,33649.66
2023-05-01,Utilities,Gas,9583.73
2023-05-01,Sales & Marketing,OTA Commissions,23368.08
2023-05-01,Sales & Marketing,Advertising,8035.13
2023-05-01,Sales & Marketing,Promotions,1576.88
2023-05-01,Maintenance & Repairs,Preventive Maintenance,11634.69
2023-05-01,Maintenance & Repairs,Repairs,523.94
2023-05-01,Maintenance & Repairs,Equipment Maintenance,21456.66
2023-05-01,Administrative & General,Management Salaries,38647.29
2023-05-01,Administrative & General,IT Costs,836.63
2023-05-01,Administrative & General,Insurance,3083.34
2023-06-01,Rooms Department,Front Office Labor,11974.02
2023-06-01,Rooms Department,Guest Amenities,2249.9
2023-06-01,Rooms Department,Cleaning Supplies,16486.75
2023-06-01,Housekeeping & Laundry,Housekeeping Labor,6350.82
2023-06-01,Housekeeping & Laundry,Laundry,22760.18
2023-06-01,Housekeeping & Laundry,Linen Replacement,14524.19
2023-06-01,Utilities,Electricity,4032.71
2023-06-01,Utilities,Water,7915.82
2023-06-01,Utilities,Gas,22182.7
2023-06-01,Sales & Marketing,OTA Commissions,8776.64
2023-06-01,Sales & Marketing,Advertising,20335.82
2023-06-01,Sales & Marketing,Promotions,490.5
2023-06-01,Maintenance & Repairs,Preventive Maintenance,10971.03
2023-06-01,Maintenance & Repairs,Repairs,5852.17
2023-06-01,Maintenance & Repairs,Equipment Maintenance,28163.03
2023-06-01,Administrative & General,Management Salaries,3480.42
2023-06-01,Administrative & General,IT Costs,1126.25
2023-06-01,Administrative & General,Insurance,22222.1
2023-07-01,Rooms Department,Front Office Labor,34279.92
2023-07-01,Rooms Department,Guest Amenities,13320.76
2023-07-01,Rooms Department,Cleaning Supplies,18443.63
2023-07-01,Housekeeping & Laundry,Housekeeping Labor,6712.1
2023-07-01,Housekeeping & Laundry,Laundry,64103.36
2023-07-01,Housekeeping & Laundry,Linen Replacement,2629.89
2023-07-01,Utilities,Electricity,28232.48
2023-07-01,Utilities,Water,17088.58
2023-07-01,Utilities,Gas,9986.35
2023-07-01,Sales & Marketing,OTA Commissions,3827.46
2023-07-01,Sales & Marketing,Advertising,36943.98
2023-07-01,Sales & Marketing,Promotions,10850.22
2023-07-01,Maintenance & Repairs,Preventive Maintenance,20563.91
2023-07-01,Maintenance & Repairs,Repairs,9724.86
2023-07-01,Maintenance & Repairs,Equipment Maintenance,26337.81
2023-07-01,Administrative & General,Management Salaries,41687.23
2023-07-01,Administrative & General,IT Costs,13455.23
2023-07-01,Administrative & General,Insurance,12892.34
2023-08-01,Rooms Department,Front Office Labor,8559.12
2023-08-01,Rooms Department,Guest Amenities,34488.53
2023-08-01,Rooms Department,Cleaning Supplies,1940.64
2023-08-01,Housekeeping & Laundry,Housekeeping Labor,5197.54
2023-08-01,Housekeeping & Laundry,Laundry,15467.16
2023-08-01,Housekeeping & Laundry,Linen Replacement,24248.83
2023-08-01,Utilities,Electricity,6071.96
2023-08-01,Utilities,Water,27083.66
2023-08-01,Utilities,Gas,1893.08
2023-08-01,Sales & Marketing,OTA Commissions,29079.3
2023-08-01,Sales & Marketing,Advertising,198.59
2023-08-01,Sales & Marketing,Promotions,6494.32
2023-08-01,Maintenance & Repairs,Preventive Maintenance,11137.18
2023-08-01,Maintenance & Repairs,Repairs,16830.21
2023-08-01,Maintenance & Repairs,Equipment Maintenance,13824.82
2023-08-01,Administrative & General,Management Salaries,8486.06
2023-08-01,Administrative & General,IT Costs,6609.33
2023-08-01,Administrative & General,Insurance,32935.28
2023-09-01,Rooms Department,Front Office Labor,7805.47
2023-09-01,Rooms Department,Guest Amenities,9527.84
2023-09-01,Rooms Department,Cleaning Supplies,5778.11
2023-09-01,Housekeeping & Laundry,Housekeeping Labor,460.43
2023-09-01,Housekeeping & Laundry,Laundry,27435.06
2023-09-01,Housekeeping & Laundry,Linen Replacement,1261.83
2023-09-01,Utilities,Electricity,11799.32
2023-09-01,Utilities,Water,4751.42
2023-09-01,Utilities,Gas,11047.31
2023-09-01,Sales & Marketing,OTA Commissions,22512.01
2023-09-01,Sales & Marketing,Advertising,7035.95
2023-09-01,Sales & Marketing,Promotions,3409.46
2023-09-01,Maintenance & Repairs,Preventive Maintenance,15824.78
2023-09-01,Maintenance & Repairs,Repairs,6876.75
2023-09-01,Maintenance & Repairs,Equipment Maintenance,4439.66
2023-09-01,Administrative & General,Management Salaries,303.19
2023-09-01,Administrative & General,IT Costs,4070.12
2023-09-01,Administrative & General,Insurance,19397.97
2023-10-01,Rooms Department,Front Office Labor,3596.22
2023-10-01,Rooms Department,Guest Amenities,24537.6
2023-10-01,Rooms Department,Cleaning Supplies,12323.16
2023-10-01,Housekeeping & Laundry,Housekeeping Labor,24936.88
2023-10-01,Housekeeping & Laundry,Laundry,11394.77
2023-10-01,Housekeeping & Laundry,Linen Replacement,5299.61
2023-10-01,Utilities,Electricity,19670.63
2023-10-01,Utilities,Water,7928.43
2023-10-01,Utilities,Gas,13344.83
2023-10-01,Sales & Marketing,OTA Commissions,18167.4
2023-10-01,Sales & Marketing,Advertising,567.33
2023-10-01,Sales & Marketing,Promotions,15452.75
2023-10-01,Maintenance & Repairs,Preventive Maintenance,22097.01
2023-10-01,Maintenance & Repairs,Repairs,8908.13
2023-10-01,Maintenance & Repairs,Equipment Maintenance,9923.35
2023-10-01,Administrative & General,Management Salaries,21957.64
2023-10-01,Administrative & General,IT Costs,8427.97
2023-10-01,Administrative & General,Insurance,4027.33
2023-11-01,Rooms Department,Front Office Labor,6874.54
2023-11-01,Rooms Department,Guest Amenities,32924.66
2023-11-01,Rooms Department,Cleaning Supplies,668.86
2023-11-01,Housekeeping & Laundry,Housekeeping Labor,7427.27
2023-11-01,Housekeeping & Laundry,Laundry,42222.15
2023-11-01,Housekeeping & Laundry,Linen Replacement,15665.95
2023-11-01,Utilities,Electricity,19856.59
2023-11-01,Utilities,Water,4967.42
2023-11-01,Utilities,Gas,12620.3
2023-11-01,Sales & Marketing,OTA Commissions,35244.56
2023-11-01,Sales & Marketing,Advertising,291.7
2023-11-01,Sales & Marketing,Promotions,7495.84
2023-11-01,Maintenance & Repairs,Preventive Maintenance,16918.22
2023-11-01,Maintenance & Repairs,Repairs,24989.84
2023-11-01,Maintenance & Repairs,Equipment Maintenance,21619.49
2023-11-01,Administrative & General,Management Salaries,4836.18
2023-11-01,Administrative & General,IT Costs,33223.89
2023-11-01,Administrative & General,Insurance,8252.93
2023-12-01,Rooms Department,Front Office Labor,18002.61
2023-12-01,Rooms Department,Guest Amenities,1777.59
2023-12-01,Rooms Department,Cleaning Supplies,21186.37
2023-12-01,Housekeeping & Laundry,Housekeeping Labor,12795.77
2023-12-01,Housekeeping & Laundry,Laundry,10440.25
2023-12-01,Housekeeping & Laundry,Linen Replacement,25588.62
2023-12-01,Utilities,Electricity,27394.85
2023-12-01,Utilities,Water,17789.71
2023-12-01,Utilities,Gas,4808.22
2023-12-01,Sales & Marketing,OTA Commissions,1141.77
2023-12-01,Sales & Marketing,Advertising,44392.56
2023-12-01,Sales & Marketing,Promotions,7454.41
2023-12-01,Maintenance & Repairs,Preventive Maintenance,25735.67
2023-12-01,Maintenance & Repairs,Repairs,32606.14
2023-12-01,Maintenance & Repairs,Equipment Maintenance,9725.11
2023-12-01,Administrative & General,Management Salaries,31671.84
2023-12-01,Administrative & General,IT Costs,7366.63
2023-12-01,Administrative & General,Insurance,2861.73
2024-01-01,Rooms Department,Front Office Labor,20382.37
2024-01-01,Rooms Department,Guest Amenities,49707.31
2024-01-01,Rooms Department,Cleaning Supplies,5718.44
2024-01-01,Housekeeping & Laundry,Housekeeping Labor,10434.86
2024-01-01,Housekeeping & Laundry,Laundry,33989.0
2024-01-01,Housekeeping & Laundry,Linen Replacement,10740.35
2024-01-01,Utilities,Electricity,28355.65
2024-01-01,Utilities,Water,4632.32
2024-01-01,Utilities,Gas,20007.97
2024-01-01,Sales & Marketing,OTA Commissions,24649.66
2024-01-01,Sales & Marketing,Advertising,613.33
2024-01-01,Sales & Marketing,Promotions,26406.03
2024-01-01,Maintenance & Repairs,Preventive Maintenance,26565.95
2024-01-01,Maintenance & Repairs,Repairs,31659.58
2024-01-01,Maintenance & Repairs,Equipment Maintenance,150.29
2024-01-01,Administrative & General,Management Salaries,46520.17
2024-01-01,Administrative & General,IT Costs,18071.03
2024-01-01,Administrative & General,Insurance,275.52
2024-02-01,Rooms Department,Front Office Labor,499.62
2024-02-01,Rooms Department,Guest Amenities,17523.6
2024-02-01,Rooms Department,Cleaning Supplies,38839.76
2024-02-01,Housekeeping & Laundry,Housekeeping Labor,29057.36
2024-02-01,Housekeeping & Laundry,Laundry,20183.54
2024-02-01,Housekeeping & Laundry,Linen Replacement,10849.35
2024-02-01,Utilities,Electricity,15957.15
2024-02-01,Utilities,Water,5609.86
2024-02-01,Utilities,Gas,45419.32
2024-02-01,Sales & Marketing,OTA Commissions,20600.48
2024-02-01,Sales & Marketing,Advertising,12876.87
2024-02-01,Sales & Marketing,Promotions,3745.34
2024-02-01,Maintenance & Repairs,Preventive Maintenance,10820.35
2024-02-01,Maintenance & Repairs,Repairs,14766.31
2024-02-01,Maintenance & Repairs,Equipment Maintenance,13103.03
2024-02-01,Administrative & General,Management Salaries,6974.63
2024-02-01,Administrative & General,IT Costs,20918.33
2024-02-01,Administrative & General,Insurance,9712.71
2024-03-01,Rooms Department,Front Office Labor,1814.39
2024-03-01,Rooms Department,Guest Amenities,26720.02
2024-03-01,Rooms Department,Cleaning Supplies,16765.76
2024-03-01,Housekeeping & Laundry,Housekeeping Labor,10437.41
2024-03-01,Housekeeping & Laundry,Laundry,21974.27
2024-03-01,Housekeeping & Laundry,Linen Replacement,7043.41
2024-03-01,Utilities,Electricity,38998.12
2024-03-01,Utilities,Water,61.31
2024-03-01,Utilities,Gas,9721.14
2024-03-01,Sales & Marketing,OTA Commissions,8744.76
2024-03-01,Sales & Marketing,Advertising,12860.23
2024-03-01,Sales & Marketing,Promotions,15762.58
2024-03-01,Maintenance & Repairs,Preventive Maintenance,10431.09
2024-03-01,Maintenance & Repairs,Repairs,19503.53
2024-03-01,Maintenance & Repairs,Equipment Maintenance,33139.04
2024-03-01,Administrative & General,Management Salaries,13987.5
2024-03-01,Administrative & General,IT Costs,30087.55
2024-03-01,Administrative & General,Insurance,6063.78
2024-04-01,Rooms Department,Front Office Labor,33681.85
2024-04-01,Rooms Department,Guest Amenities,1345.74
2024-04-01,Rooms Department,Cleaning Supplies,12981.12
2024-04-01,Housekeeping & Laundry,Housekeeping Labor,619.65
2024-04-01,Housekeeping & Laundry,Laundry,5281.69
2024-04-01,Housekeeping & Laundry,Linen Replacement,44029.27
2024-04-01,Utilities,Electricity,40160.65
2024-04-01,Utilities,Water,4242.02
2024-04-01,Utilities,Gas,5084.33
2024-04-01,Sales & Marketing,OTA Commissions,9667.33
2024-04-01,Sales & Marketing,Advertising,16263.72
2024-04-01,Sales & Marketing,Promotions,6246.4
2024-04-01,Maintenance & Repairs,Preventive Maintenance,1709.68
2024-04-01,Maintenance & Repairs,Repairs,8200.11
2024-04-01,Maintenance & Repairs,Equipment Maintenance,18369.56
2024-04-01,Administrative & General,Management Salaries,5741.5
2024-04-01,Administrative & General,IT Costs,7018.22
2024-04-01,Administrative & General,Insurance,22464.29
2024-05-01,Rooms Department,Front Office Labor,16386.86
2024-05-01,Rooms Department,Guest Amenities,11121.61
2024-05-01,Rooms Department,Cleaning Supplies,6499.42
2024-05-01,Housekeeping & Laundry,Housekeeping Labor,7916.62
2024-05-01,Housekeeping & Laundry,Laundry,3798.81
2024-05-01,Housekeeping & Laundry,Linen Replacement,16750.55
2024-05-01,Utilities,Electricity,18193.88
2024-05-01,Utilities,Water,2116.19
2024-05-01,Utilities,Gas,1135.75
2024-05-01,Sales & Marketing,OTA Commissions,12752.42
2024-05-01,Sales & Marketing,Advertising,12132.61
2024-05-01,Sales & Marketing,Promotions,2645.51
2024-05-01,Maintenance & Repairs,Preventive Maintenance,13595.24
2024-05-01,Maintenance & Repairs,Repairs,4532.9
2024-05-01,Maintenance & Repairs,Equipment Maintenance,6484.43
2024-05-01,Administrative & General,Management Salaries,11109.91
2024-05-01,Administrative & General,IT Costs,8097.77
2024-05-01,Administrative & General,Insurance,5073.95
2024-06-01,Rooms Department,Front Office Labor,18669.68
2024-06-01,Rooms Department,Guest Amenities,16613.6
2024-06-01,Rooms Department,Cleaning Supplies,261.52
2024-06-01,Housekeeping & Laundry,Housekeeping Labor,610.57
2024-06-01,Housekeeping & Laundry,Laundry,14276.0
2024-06-01,Housekeeping & Laundry,Linen Replacement,30002.94
2024-06-01,Utilities,Electricity,24893.62
2024-06-01,Utilities,Water,203.39
2024-06-01,Utilities,Gas,7068.63
2024-06-01,Sales & Marketing,OTA Commissions,844.44
2024-06-01,Sales & Marketing,Advertising,27215.83
2024-06-01,Sales & Marketing,Promotions,13363.8
2024-06-01,Maintenance & Repairs,Preventive Maintenance,1279.02
2024-06-01,Maintenance & Repairs,Repairs,32251.52
2024-06-01,Maintenance & Repairs,Equipment Maintenance,1321.35
2024-06-01,Administrative & General,Management Salaries,3129.39
2024-06-01,Administrative & General,IT Costs,15880.53
